gvkey,fyear,tic,conm,oiadp,at,ind
176022,2015,EBS,EMERGENT BIOSOLUTIONS INC,102.567,1043.592,35
176035,2015,NLST,NETLIST INC,-18.524,24.666,45
176082,2015,PBSV,PHARMA-BIO SERV INC,1.781,24.139,35
176092,2015,AER,AERCAP HOLDINGS NV,2271.317,43914.479,20
176096,2015,MPMQ,MPM HOLDINGS INC,42,2663,15
176152,2015,OMAB,GRUPO AEROPORTUARIO DEL CENT,117.813,727.557,20
176161,2015,CHHE,CHINA HEALTH INDUSTRIES HLDG,0.227,41.505,30
176169,2015,KNDI,KANDI TECHNOLOGIES GROUP,-3.952,371.469,25
176199,2015,WGBS,WAFERGEN BIO-SYSTEMS INC,-15.092,22.873,35
176229,2015,CUR,NEURALSTEM INC,-19.157,15.048,35
176234,2015,CTT,CATCHMARK TIMBER TRUST,-4.814,599.095,60
176239,2015,NEWS,NEWSTAR FINANCIAL INC,150.456,4092.116,40
176247,2015,AIMC,ALTRA INDUSTRIAL MOTION CORP,75.067,632.332,20
176249,2015,TAST,CARROLS RESTAURANT GROUP INC,32.25,427.256,25
176251,2015,III,INFORMATION SERVICES GROUP,9.715,131.343,45
176255,2015,GUID,GUIDANCE SOFTWARE INC,-13.541,82.29,45
176256,2015,KCAP,KCAP FINANCIAL INC,35.91,425.242,40
176259,2015,TOO,TEEKAY OFFSHORE PARTNERS LP,367.865,5744.166,10
176260,2015,MLCO,MELCO RESORTS & ENTERTAINMEN,98.415,10409.782,25
176261,2015,TSL,TRINA SOLAR LTD,221.976,4693.955,45
176268,2015,DCT,DCT INDUSTRIAL TRUST INC,76.844,3632.355,60
176278,2015,HENC,HOLLOMAN ENERGY CORP,-2.087,16.387,10
176282,2015,SE.7,SPECTRA ENERGY CORP,1793,32923,10
176304,2015,FFHL,FUWEI FILMS HOLDINGS CO,-8.331,93.206,15
176305,2015,HQCL,HANWHA Q CELLS CO LTD,99.9,2547.5,45
176325,2015,UPGI,UNIVERSAL POWER GROUP INC,1.473,55.065,20
176343,2015,CLNE,CLEAN ENERGY FUELS CORP,-42.202,1005.792,10
176346,2015,PFIE,PROFIRE ENERGY INC,-0.04,47.268,10
176350,2015,MSBF,MSB FINANCIAL CORP,3.993,375.69,40
176351,2015,ORIT,ORITANI FINANCIAL CORP,82.149,3353.065,40
176362,2015,AVAV,AEROVIRONMENT INC,6.128,410.393,20
176363,2015,MLNX,MELLANOX TECHNOLOGIES LTD,79.494,1053.382,45
176375,2015,PSTB,PARK STERLING CORP,38.09,2514.264,40
176378,2015,REED,REEDS INC,-2.73,19.851,30
176404,2015,TWC,TIME WARNER CABLE INC,4442,49277,25
176475,2015,3PBCP,POLONIA BANCORP INC,4.231,291.611,40
176523,2015,NCMI,NATIONAL CINEMEDIA INC,182.3,1084.3,50
176567,2015,SMCI,SUPER MICRO COMPUTER INC,146.746,1089.809,45
176572,2015,AVNW,AVIAT NETWORKS INC,-21.1,229.4,45
176590,2015,NCMI1,NATIONAL CINEMEDIA LLC,182.3,782.6,50
176591,2015,EIG,EMPLOYERS HOLDINGS INC,102.1,3755.8,40
176592,2015,HF,HFF INC,113.313,742.53,60
176593,2015,PRTS,US AUTO PARTS NETWORK INC,-2.055,83.756,25
176595,2015,FIG,FORTRESS INVESTMENT GRP LLC,266.557,2275.281,40
176602,2015,ESGR,ENSTAR GROUP LTD,251.107,11832.132,40
176636,2015,IMMY,IMPRIMIS PHARMACEUTICALS INC,-14.621,14.131,35
176637,2015,CYS,CYS INVESTMENTS INC,311.219,14330.704,40
176639,2015,ZINCQ,HORSEHEAD HOLDING CORP,-112.469,392.052,15
176652,2015,CEL,CELLCOM ISRAEL LTD,92.878,1610.746,50
176659,2015,NGLS,TARGA RESOURCES PARTNERS LP,457.4,13165,10
176661,2015,JASO,JA SOLAR HOLDINGS CO LTD,138.564,2517.198,45
176670,2015,ARAY,ACCURAY INC,-19.169,469.971,35
176692,2015,IPIX,INNOVATION PHARMACEUTICALS I,-12.956,14.319,35
176701,2015,IBKR,INTERACTIVE BROKERS GROUP,662,48734,40
176703,2015,ESSA,ESSA BANCORP INC,22.891,1606.544,40
176725,2015,BBDC,BARINGS BDC INC,98.383,1039.317,40
176726,2015,UECN,SHINER INTERNATIONAL INC,0.886,91.492,15
176733,2015,ROYE,ROYAL ENERGY RESOURCES INC,-0.486,12.35,10
176760,2015,UFS,DOMTAR CORP,364,5663,15
176766,2015,TFSL,TFS FINANCIAL CORP,162.248,12368.886,40
176768,2015,BLIN,BRIDGELINE DIGITAL INC,-4.997,19.187,45
176782,2015,GLUU,GLU MOBILE INC,-5.226,402.986,50
176828,2015,CARE,CARTER BANK & TRUST,65.566,4893.968,40
176840,2015,REI,RING ENERGY INC,-13.184,250.866,10
176861,2015,OREXQ,OREXIGEN THERAPEUTICS INC,-60.053,236.589,35
176867,2015,ITP,IT TECH PACKAGING INC,18.197,238.627,15
176873,2015,RLOGQ,RAND LOGISTICS INC,8.937,265.407,20
176874,2015,SUMR,SUMMER INFANT INC,-4.903,114.627,25
176899,2015,SD,SANDRIDGE ENERGY INC,-4653.839,2991.155,10
176914,2015,CQP,CHENIERE ENERGY PARTNERS LP,3.042,12996.327,10
176928,2015,BR,BROADRIDGE FINANCIAL SOLUTNS,472.6,2368.1,45
176939,2015,ABCD,CAMBIUM LEARNING GROUP INC,16.946,141.385,25
176973,2015,GLRE,GREENLIGHT CAPITAL RE LTD,-333.718,2712.522,40
176999,2015,SAR,SARATOGA INVESTMENT CORP,19.135,295.047,40
177009,2015,FRBA,FIRST BANK,10.596,855.501,40
177034,2015,FE5,FIRSTENERGY SOLUTIONS CORP,277,13185,NA
177058,2015,SPCB,SUPERCOM LTD,2.091,65.942,45
177062,2015,DLNO,DELANCO BANCORP INC,1.386,129.415,40
177067,2015,CPLP,CAPITAL PRODUCT PARTNERS LP,73.806,1555.875,10
177088,2015,BX,BLACKSTONE GROUP LP,1700.199,22526.08,40
177099,2015,TYPE,MONOTYPE IMAGING HOLDINGS,46.608,391.787,45
177108,2015,CNK,CINEMARK HOLDINGS INC,440.096,4126.497,50
177109,2015,CAI,CAI INTERNATIONAL INC,93.403,1986.544,20
177111,2015,TTGT,TECHTARGET INC,12.204,177.859,50
177112,2015,BIOD,BIODEL INC,-19.767,41.424,35
177127,2015,SHOR,SHORETEL INC,8.343,322.529,45
177179,2015,CBMG,CELLULAR BIOMEDICINE GROUP,-20.725,49.46,35
177216,2015,PNNT,PENNANTPARK INVESTMENT CORP,108.613,1368.778,40
177222,2015,DRWIQ,DRAGONWAVE INC,-24.382,53.067,45
177225,2015,CAVM,CAVIUM INC,-8.607,433.993,45
177227,2015,PODD,INSULET CORP,-48.665,275.126,35
177255,2015,JMP,JMP GROUP LLC,36.752,1277.501,40
177256,2015,ENOC,ENERNOC INC,-81.829,443.714,45
177257,2015,INFN,INFINERA CORP,73.726,1226.294,45
177267,2015,TEL,TE CONNECTIVITY LTD,1992,20608,45
177287,2015,JAZZ,JAZZ PHARMACEUTICALS PLC,558.651,3359.663,35
177300,2015,BNCL,BENEFICIAL BANCORP INC,71.973,4826.695,40
177303,2015,NORNQ,NORANDA ALUMINUM HOLDING CP,-110.1,1087.6,15
177313,2015,AEGR,AEGERION PHARMACEUTICALS INC,-38.877,434.198,35
177315,2015,LLNW,LIMELIGHT NETWORKS INC,-25.721,225.627,45
177340,2015,ATV,ACORN INTERNATIONAL INC -ADR,-27.67,240.719,25
177367,2015,CDXC,CHROMADEX CORP,-2.154,18.749,35
177376,2015,DFS,DISCOVER FINANCIAL SVCS,4379,86936,40
177397,2015,BVWN,BROADVIEW NETWORKS HLDG INC,8.914,202.877,50
177426,2015,POETF,POET TECHNOLOGIES INC,-12.146,15.935,45
177427,2015,PUGB,PUGET SOUND BANCORP INC,8.445,480.813,40
177429,2015,SLH,SOLERA HOLDINGS INC,250.858,3752.63,45
177446,2015,AETI,AMERICAN ELECTRIC TECH INC,-2.341,38.586,20
177458,2015,CSUNY,CHINA SUNERGY CO LTD,-40.533,577.885,45
177472,2015,HLTH,NOBILIS HEALTH CORP,33.65,242.027,35
177528,2015,TSSI,TSS INC,-1.849,13.027,20
177545,2015,CYLU,CYALUME TECHNOLOGIES HLDGS,5.093,36.688,20
177629,2015,YGEHY,YINGLI GREEN ENERGY HLDGS CO,-245.643,2723.19,45
177637,2015,AMC,AMC ENTERTAINMENT HOLDINGS,229.969,5110.085,50
177640,2015,TIPT,TIPTREE INC,45.083,2501.228,40
177646,2015,FISB,1ST CAPITAL BANK,6.251,513.95,40
177734,2015,CADC,CHINA ADVANCED CONSTR MATLS,-3.719,128.165,15
177739,2015,SEP,SPECTRA ENERGY PARTNERS LP,1282,18851,10
177744,2015,PRO,PROS HOLDINGS INC,-53.211,263.722,45
177764,2015,SYN,SYNTHETIC BIOLOGICS INC,-40.98,30.845,35
177780,2015,SCOR,COMSCORE INC,1.656,563.242,50
177782,2015,BKCC,BLACKROCK CAPITAL INVT CORP,99.89,1150.315,40
177856,2015,QNTO,QUAINT OAK BANCORP INC,3.242,184.168,40
177871,2015,VRTU,VIRTUSA CORP,57.879,980.012,45
177881,2015,MASI,MASIMO CORP,100.641,601.735,35
177882,2015,HGGGQ,HHGREGG INC,-51.725,385.352,25
177884,2015,CXO,CONCHO RESOURCES INC,-318.749,12641.876,10
177896,2015,REXXQ,REX ENERGY CORP,-357.499,1098.506,10
177924,2015,PMC,PHARMERICA CORP,84,1153.7,35
177925,2015,WBC,WABCO HOLDINGS INC,346.3,2589.9,20
177926,2015,TCRRF,TERRACE ENERGY CORP,-8.921,41.141,10
177930,2015,ATHN,ATHENAHEALTH INC,1.893,1118.662,35
177943,2015,DHX,DHI GROUP INC,41.173,370.499,50
177945,2015,BKEP,BLUEKNIGHT ENERGY PRTNRS LP,31.413,364.746,10
177966,2015,ALSN,ALLISON TRANSMISSION HLDGS,524.2,4408.4,20
177975,2015,ZAGG,ZAGG INC,25.225,179.541,25
177981,2015,AMDA,AMEDICA CORP,-11.141,36.454,35
177983,2015,G,GENPACT LTD,331.668,2793.489,45
177996,2015,VR,VALIDUS HOLDINGS LTD,559.786,10515.812,40
178015,2015,LULU,LULULEMON ATHLETICA INC,369.076,1314.077,25
178073,2015,RILY,B. RILEY FINANCIAL INC,22.082,132.42,40
178081,2015,MELI,MERCADOLIBRE INC,155.422,1003.606,25
178082,2015,PRGNF,PARAGON SHIPPING INC,-24.196,107.241,20
178083,2015,VMW,VMWARE INC -CL A,1460,15746,45
178084,2015,CZZ,COSAN LTD,493.585,13211.342,10
178089,2015,PTSXQ,POINT.360,-2.954,13.38,50
178093,2015,EJ,E-HOUSE CHINA HOLDINGS  -ADR,-12.154,1784.502,40
178097,2015,CPIX,CUMBERLAND PHARMACEUTICALS,1.608,91.919,35
178148,2015,SAND,SANDSTORM GOLD LTD,-27.896,496.873,15
178157,2015,MDXG,MIMEDX GROUP INC,24.364,135.913,35
178172,2015,THTI,THT HEAT TRANSFER TECH INC,-0.109,96.308,20
178175,2015,FSBC,FSB BANCORP INC,2.177,255.807,40
178201,2015,VSI,VITAMIN SHOPPE INC,98.316,748.691,25
178266,2015,VRS1,VERSO PAPER HOLDINGS LLC,-75,2733,15
178304,2015,CALI,CHINA AUTO LOGISTICS INC,-3.001,288.223,25
178310,2015,TDC,TERADATA CORP,313,2530,45
178327,2015,CXDC,CHINA XD PLASTICS CO LTD,135.045,1751.982,25
178371,2015,MHLD,MAIDEN HOLDINGS LTD,147.632,5713.645,40
178377,2015,SPI,SPI ENERGY CO LTD,-153.394,709.57,45
178403,2015,SHIP,SEANERGY MARITIME HLDGS CORP,-7.055,209.352,20
178405,2015,FLY,FLY LEASING LTD  -ADR,228.956,3428.275,20
178413,2015,FTLF,FITLIFE BRANDS INC,-0.402,17.558,30
178415,2015,HMTA,HOMETOWN BANKSHARES CORP,8.965,479.385,40
178494,2015,MARK,REMARK HOLDINGS INC,-21.977,94.586,25
178507,2015,MSCI,MSCI INC,403.898,3146.987,40
178519,2015,LPLA,LPL FINANCIAL HOLDINGS INC,353.658,4521.061,40
178525,2015,STVVY,CHINA DIGITALTV HLDG CO -ADS,2.133,130.75,45
178529,2015,MAIN,MAIN STREET CAPITAL CORP,139.189,1878.928,40
178539,2015,ROIC,RETAIL OPPORTUNITY INVTS CP,59.335,2310.635,60
178540,2015,6590B,AFFINION GROUP HOLDINGS INC,130.5,819.4,25
178545,2015,FFNW,FIRST FINANCIAL NORTHWEST,17.736,979.913,40
178552,2015,TGH,TEXTAINER GROUP HOLDINGS LTD,246.574,4386.254,20
178600,2015,LPSB,LAPORTE BANCORP INC,8.569,543.191,40
178610,2015,DFT,DUPONT FABROS TECHNOLOGY INC,39.635,2815.492,60
178644,2015,TPCS,TECHPRECISION CORP,2.109,12.132,20
178672,2015,CVI,CVR ENERGY INC,394.3,3305.8,10
178676,2015,ADGE,AMERICAN DG ENERGY INC,-4.301,34.023,55
178684,2015,VNRR,VANGUARD NATURAL RESOURCES,-1765.099,2709.297,10
178698,2015,AAC,AAC HOLDINGS INC,20.008,316.049,35
178703,2015,PZN,PZENA INVESTMENT MANAGEMENT,57.251,114.309,40
178704,2015,ULTA,ULTA BEAUTY INC,506.297,2230.918,25
178741,2015,BCOM,B COMMUNICATIONS LTD,514.167,5675.842,50
178750,2015,FANH,FANHUA INC -ADS,12.122,619.721,40
178752,2015,NSPH,NANOSPHERE INC,-27.183,40.63,35
178767,2015,IQNT,INTELIQUENT INC,60.77,198.049,50
178795,2015,GRO,AGRIA CORP -ADS,41.03,498.889,30
178796,2015,AMCN,AIRMEDIA GROUP INC -ADS,-76.057,531.601,50
178797,2015,APEI,AMERICAN PUBLIC EDUCATION,54.386,303.896,25
178798,2015,AREX,APPROACH RESOURCES INC,-271.317,1174.984,10
178803,2015,ENSG,ENSIGN GROUP INC,95.632,747.759,35
178806,2015,LL,LUMBER LIQUIDATORS HLDGS INC,-35.626,456.202,25
178811,2015,HTS,HATTERAS FINANCIAL CORP,330.7,16137.526,40
178814,2015,OZM,OCH-ZIFF CAPITAL MGMT LLC,404.546,10691.456,40
178823,2015,UIHC,UNITED INSURANCE HOLDINGS CO,44.037,740.021,40
178834,2015,NFBK,NORTHFIELD BANCORP INC,44.793,3202.584,40
178838,2015,NPD,CHINA NEPSTAR CHAIN DRUG-ADS,10.984,250.36,30
178847,2015,RSLS,RESHAPE LIFESCIENCES INC,-27.868,11.587,35
178851,2015,NES,NUVERRA ENVIRONMENTAL SOLUTN,-33.02,531.327,10
178862,2015,CIM,CHIMERA INVESTMENT CORP,630.538,15344.646,40
178865,2015,RBCN,RUBICON TECHNOLOGY INC,-35.405,119.242,45
178870,2015,SRCI,SRC ENERGY INC,-2.378,746.449,10
178877,2015,NMM,NAVIOS MARITIME PARTNERS LP,72.066,1350.291,20
178906,2015,CCCL,CHINA CERAMICS CO LTD,13.8,202.695,20
178907,2015,FPAY,FLEXSHOPPER INC,-8.491,17.477,40
178921,2015,GSTC,GASTAR EXPLORATION INC,-427.453,430.868,10
178973,2015,TITN,TITAN MACHINERY INC,12.89,1047.875,20
178975,2015,VISN,VISIONCHINA MEDIA INC,-25.724,90.975,25
178976,2015,LRN,K12 INC,18.527,708.599,25
178997,2015,FNV,FRANCO-NEVADA CORP,56.6,3674.3,15
179003,2015,FABK,FIRST ADVANTAGE BANCORP,9.712,487.373,40
179029,2015,XIN,XINYUAN REAL ESTATE CO -ADR,105.535,3561.387,60
179048,2015,ACBI,ATLANTIC CAP BANCSHARES INC,16.733,2638.78,40
179058,2015,OESX,ORION ENERGY SYSTEMS INC,-12.498,70.875,20
179060,2015,BTG,B2GOLD CORP,-53.869,2024.382,15
179077,2015,FOR,FORESTAR GROUP INC,-160.472,980.513,60
179084,2015,N,NETSUITE INC,-106.365,1140.976,45
179087,2015,TNK,TEEKAY TANKERS LTD,191.201,2169.476,10
179094,2015,DFRG,DEL FRISCOS RESTURNT GRP INC,21.818,350.419,25
179132,2015,ORN,ORION GROUP HOLDINGS INC,-7.133,465.5,20
179147,2015,YEWB,YEW BIO-PHARM GROUP INC,5.14,43.811,30
179202,2015,SATS,ECHOSTAR CORP,363.433,7240.762,45
179216,2015,BIP,BROOKFIELD INFRS PTRS LP,548,17735,55
179234,2015,SFBC,SOUND FINANCIAL BANCORP INC,12.56,540.76,40
179236,2015,ETR8,ENTERGY TEXAS INC,207.117,3898.582,55
179249,2015,BWEN,BROADWIND ENERGY INC,-10.848,109.907,20
179288,2015,AHC,A. H. BELO CORP,0.285,221.501,50
179298,2015,EBSB,MERIDIAN BANCORP INC (MD),51.925,3524.509,40
179300,2015,ATAI,ATA INC -ADS,8.024,72.962,25
179361,2015,CBNJ,CAPE BANCORP INC,21.567,1601.985,40
179395,2015,CRPB,CALIFORNIA REPUBLIC BANCORP,33.654,1656.052,40
179413,2015,CSII,CARDIOVASCULAR SYSTEMS INC,-32.637,171.328,35
179417,2015,RGSE,REAL GOODS SOLAR INC,-14.574,17.035,20
179437,2015,AWK,AMERICAN WATER WORKS CO INC,1075,16120,55
179438,2015,ANAC,ANACOR PHARMACEUTICALS INC,-56.376,176.102,35
179441,2015,BEAT,BIOTELEMETRY INC,9.817,124.143,35
179461,2015,AYTU,AYTU BIOSCIENCE INC,-7.632,18.227,35
179534,2015,V,VISA INC,9078,40236,45
179552,2015,EMPK,EMPIRE BANCORP INC,8.225,629.133,40
179577,2015,CFX,COLFAX CORP,361.022,6732.919,20
179583,2015,FN,FABRINET,51.555,672.503,45
179597,2015,HCCI,HERITAGE-CRYSTAL CLEAN INC,8.843,303.265,20
179598,2015,CLDX,CELLDEX THERAPEUTICS INC,-129.541,337.584,35
179605,2015,GALE,GALENA BIOPHARMA INC,-34.22,82.144,35
179621,2015,PM,PHILIP MORRIS INTERNATIONAL,10691,33956,30
179624,2015,CJJD,CHINA JO-JO DRUGSTORES INC,-0.024,62.073,30
179657,2015,HI,HILLENBRAND INC,224.6,1808.1,20
179666,2015,LOGM,LOGMEIN INC,19.649,455.699,45
179671,2015,CCXI,CHEMOCENTRYX INC,-47.689,78.155,35
179686,2015,ZGNX,ZOGENIX INC,-49.726,305.987,35
179700,2015,DPS,DR PEPPER SNAPPLE GROUP INC,1307,8869,30
179707,2015,0055B,CNL LIFESTYLE PROPERTIES INC,-101.366,1030.859,60
179731,2015,INSY,INSYS THERAPEUTICS INC,101.945,351.196,35
179738,2015,ERII,ENERGY RECOVERY INC,-5.591,151.799,20
179741,2015,KKR,KKR & CO INC,5914.894,71057.759,40
179782,2015,REN,RESOLUTE ENERGY CORP,-776.704,390.983,10
179817,2015,VRS,VERSO CORP,-75,2710,15
179819,2015,NX,QUANEX BUILDING PRODUCTS,31.503,572.031,20
179831,2015,WES,WESTERN GAS PARTNERS LP,-90.737,6707.262,10
179834,2015,CDNA,CAREDX INC,-10.458,55.638,35
179840,2015,FLDM,FLUIDIGM CORP,-54.141,371.061,35
179841,2015,CDXS,CODEXIS INC,-7.77,44.647,35
179843,2015,IPI,INTREPID POTASH INC,-38.611,640.484,15
179846,2015,6179B,MHP S.E,287.353,2075.733,30
179865,2015,WMPN,WILLIAM PENN BANCORP INC,4.617,319.287,40
179889,2015,AGNC,AGNC INVESTMENT CORP,1304,57021,40
179925,2015,RAX,RACKSPACE HOSTING INC,200,2014.2,45
179957,2015,ECHO,ECHO GLOBAL LOGISTICS INC,29.607,746.51,20
179974,2015,HCI,HCI GROUP INC,120.19,636.986,40
180016,2015,MRC,MRC GLOBAL INC,194.062,2501.546,20
180029,2015,DGI,DIGITALGLOBE INC,69.8,2925.1,20
180057,2015,IOVA,IOVANCE BIOTHERAPEUTICS INC,-27.86,105.653,35
180083,2015,LOPE,GRAND CANYON EDUCATION INC,210.361,898.43,25
180109,2015,MLVF,MALVERN BANCORP INC,9.3,655.69,40
180112,2015,SB,SAFE BULKERS INC,-9.19,1309.631,20
180118,2015,SINO,SINO-GLOBAL SHIPPING AMERICA,1.017,11.811,20
180145,2015,FESLQ,FORBES ENERGY SERVICES LTD,-34.937,412.427,10
180146,2015,TOMZ,TOMI ENVIRONMENTAL SOLUTINS,-2.985,11.824,20
180162,2015,KBRS,KBS REIT II INC,13.071,1364.53,60
180167,2015,SNI,SCRIPPS NETWORKS INTERACTIVE,1158.195,6672.314,25
180169,2015,BKJ,BANCORP OF NEW JERSEY INC,11.816,802.92,40
180183,2015,HBCP,HOME BANCORP INC,29.344,1551.912,40
180193,2015,OCSL,OAKTREE SPECIALTY LENDING CP,171.594,2585.657,40
180228,2015,IVR,INVESCO MORTGAGE CAPITAL INC,603.662,16772.736,40
180229,2015,MG,MISTRAS GROUP INC,48.044,482.675,20
180249,2015,HPJ,HIGHPOWER INTERNATIONAL INC,0.691,134.204,20
180256,2015,NNA,NAVIOS MARITIME ACQUISITION,138.881,1774.091,10
180272,2015,BKI,BLACK KNIGHT INC,198.2,3703.7,45
180363,2015,ALIM,ALIMERA SCIENCES INC,-38.999,70.484,35
180395,2015,ILG,ILG INC,135.729,1279.107,25
180402,2015,HSNI,HSN INC,294.81,1341.463,25
180405,2015,ATVI,ACTIVISION BLIZZARD INC,1324,15251,50
180413,2015,DL,CHINA DISTANCE EDUCATION-ADR,26.437,174.12,25
180423,2015,TREE,LENDINGTREE INC,29.054,295.781,40
180466,2015,JBT,JOHN BEAN TECHNOLOGIES,91.7,876.1,20
180474,2015,RXN,REXNORD CORP,211.7,3354.8,20
180475,2015,PPPMF,PRIMERO MINING CORP,-84.221,924.968,15
180483,2015,BERY,BERRY GLOBAL GROUP INC,421,5028,15
180562,2015,RRTS,ROADRUNNER TRANS SYSTEMS INC,65.004,1307.753,20
180597,2015,STRI,STR HOLDINGS INC,-11.432,53.916,45
180635,2015,CLD,CLOUD PEAK ENERGY INC,40.785,1802.16,10
180646,2015,MYRG,MYR GROUP INC,43.184,524.925,20
180648,2015,HECCQ,HYDROCARB ENERGY CORP,-8.782,31.135,10
180652,2015,VRSK,VERISK ANALYTICS INC,770.199,5615.927,20
180681,2015,ABBB,AUBURN BANCORP INC,1.128,72.173,40
180683,2015,IBIO,IBIO INC,-6.634,12.494,35
180690,2015,RCON,RECON TECHNOLOGY LTD,-5.833,22.065,10
180698,2015,OGXI,ONCOGENEX PHARMACEUTICALS,-18.753,58.209,35
180711,2015,AVGO,BROADCOM INC,1880,10592,45
180759,2015,SAUC,DIVERSIFIED RESTAURANT HLDGS,-6.596,166.118,25
180821,2015,ASCMA,ASCENT CAPITAL GROUP INC,53.807,2173.305,25
180822,2015,MHH,MASTECH DIGITAL INC,5.306,38.477,20
180833,2015,MJN,MEAD JOHNSON NUTRITION CO,998.5,3998.1,30
180905,2015,RST,ROSETTA STONE INC,-28.268,228.543,50
180937,2015,MNGA,MAGNEGAS CORP,-8.64,17.761,15
180942,2015,DUK5,DUKE ENERGY CAROLINAS LLC,1961,35426,55
180958,2015,FSFG,FIRST SAVINGS FINANCIAL GP,12.612,749.946,40
181104,2015,MDRX,ALLSCRIPTS HEALTHCARE SOLTNS,56.827,2681.948,35
181269,2015,GPRE,GREEN PLAINS INC,61.077,1929.328,10
181290,2015,DMRC,DIGIMARC CORP,-17.977,56.364,45
181445,2015,SIXD,6D GLOBAL TECHNOLOGIES,-6.915,20.872,45
181515,2015,ANCB,ANCHOR BANCORP/WA,7.16,379.229,40
181745,2015,CCLP,CSI COMPRESSCO LP,41.872,980.45,10
181775,2015,CIBY,CIBL INC,-0.274,39.168,50
181794,2015,BSPM,BIOSTAR PHARMACEUTICALS INC,-10.871,51.364,35
181820,2015,FSBW,FS BANCORP INC,24.793,677.561,40
181931,2015,CLW,CLEARWATER PAPER CORP,130.038,1527.369,15
181989,2015,SLCA,U S SILICA HOLDINGS INC,39.072,1108.619,10
182012,2015,GIG.1,GIGPEAK INC,2.632,69.11,45
182023,2015,ONCS,ONCOSEC MEDICAL INC,-21.241,35.59,35
182112,2015,BPI,BRIDGEPOINT EDUCATION INC,26.061,506.766,25
182308,2015,MDSO,MEDIDATA SOLUTIONS INC,29.232,687.481,35
182309,2015,ABIO,ARCA BIOPHARMA INC,-11.455,39.574,35
182331,2015,SMT,SMART TECHNOLOGIES INC,-0.682,175.722,45
182497,2015,KANP,KAANAPALI LAND LLC,-3.264,119.377,60
182554,2015,MOMT,MONEYONMOBILE INC,-14.452,31.504,45
182599,2015,RIVE,RIVERVIEW FINANCIAL CORP,1.91,549.449,40
182613,2015,TETAA,TETON ADVISORS INC,6.36,12.292,40
182700,2015,CYOU,CHANGYOU.COM LTD,201.646,1779.506,50
182701,2015,GOV,GOVERNMENT PPTYS INCOME TR,85.434,2174.536,60
182788,2015,DHCP,DITECH HOLDING CORP,55.227,18591.501,40
182826,2015,ADMP,ADAMIS PHARMACEUTICALS CORP,-13.85,12.062,35
182977,2015,USEL,USELL.COM INC,-4.569,24.319,45
182986,2015,OPXS,OPTEX SYSTEMS HOLDINGS INC,-1.4,11.546,20
183029,2015,RC,READY CAPITAL CORP,83.628,2329.781,40
183046,2015,FFMH,FIRST FARMERS & MERCHANTS CP,25.292,1260.31,40
183108,2015,WMC,WESTERN ASSET MTG CAPITAL CP,87.016,3414.563,40
183112,2015,SRCRF,SCORPIO GOLD CORP,-16.32,27.455,15
183139,2015,ISDR,ISSUER DIRECT CORP,1.371,11.17,45
183144,2015,ENRJ,ENERJEX RESOURCES INC,-53.109,21.834,10
183224,2015,CNET,CHINANET ONLINE HOLDINGS,-6.638,35.46,50
183247,2015,TBNK,TERRITORIAL BANCORP INC,28.46,1821.141,40
183283,2015,ADUS,ADDUS HOMECARE CORP,17.167,192.612,35
183312,2015,ASPS,ALTISOURCE PORTFOLIO SOLTNS,143.271,727.982,60
183322,2015,TXMD,THERAPEUTICSMD INC,-85.19,73.729,35
183324,2015,PMT,PENNYMAC MORTGAGE INVEST TR,198.012,5826.924,40
183337,2015,CO,GLOBAL CORD BLOOD CORP,29.673,727.036,35
183345,2015,0521B,CH2M HILL COS LTD,148.716,2861.299,20
183366,2015,H,HYATT HOTELS CORP,318,7596,25
183377,2015,FTNT,FORTINET INC,25.209,1790.51,45
183388,2015,STWD,STARWOOD PROPERTY TRUST INC,433.822,85738.138,40
183421,2015,PERFQ,PERFUMANIA HOLDINGS INC,-2.997,351.046,25
183524,2015,GNUS,GENIUS BRANDS INTL INC,-3.536,18.871,25
183528,2015,GCAP,GAIN CAPITAL HOLDINGS INC,52.322,1424.815,40
183547,2015,CODA,CODA OCTOPUS GROUP INC,3.199,21.88,45
183565,2015,IDWM,IDW MEDIA HOLDINGS INC,4.831,40.807,50
183581,2015,KAR,KAR AUCTION SERVICES INC,427.3,5791.8,20
183590,2015,OTCM,OTC MARKETS GROUP INC,16.866,36.214,40
183593,2015,OMER,OMEROS CORP,-71.238,48.995,35
183602,2015,SRNE,SORRENTO THERAPEUTICS INC,-49.992,343.519,35
183603,2015,CLNY,COLONY CAPITAL INC,349.656,10039.31,60
183606,2015,ARI,APOLLO COMMERCIAL RE FIN INC,170.756,2719.943,40
183636,2015,RCM,R1 RCM INC,-132.884,460.289,35
183640,2015,IRDM,IRIDIUM COMMUNICATIONS INC,160.842,3204.23,50
183660,2015,YUANF,FINCERA INC,24.05,750.315,40
183684,2015,TMH,TEAM HEALTH HOLDINGS INC,254.206,4060.842,35
183704,2015,VTNR,VERTEX ENERGY INC,-20.642,95.339,10
183727,2015,OMNT,OMINTO INC,-11.422,11.058,25
183729,2015,ORGS,ORGENESIS INC,-6.953,38.748,35
183736,2015,GNRC,GENERAC HOLDINGS INC,220.248,1792.816,20
183780,2015,TWO,TWO HARBORS INVESTMENT CORP,828.527,14575.772,40
183797,2015,COWN,COWEN INC,-53.689,1792.454,40
183799,2015,FLNT,FLUENT INC,-43.1,289.192,50
